,compound,neg,neu,pos,source,time,tweet
119,0.5267,0.0,0.841,0.159,CBSNews,2020-05-18 15:08:48+00:00,WATCH LIVE: FBI and Justice Department plan to announce evidence linking Pensacola air base shooter to al Qaeda… https://t.co/LMo28J5uia
120,-0.4767,0.171,0.829,0.0,CBSNews,2020-05-18 15:00:01+00:00,FBI links al Qaeda to Saudi shooter in deadly attack on Florida air base https://t.co/2FcVox07vs https://t.co/BA4bjMPuKr
121,-0.7351,0.292,0.708,0.0,CBSNews,2020-05-18 14:39:30+00:00,"Martin Shkreli denied prison release to research a coronavirus treatment by judge who calls him ""delusional""… https://t.co/95iv0JVmXP"
122,0.4939,0.0,0.842,0.158,CBSNews,2020-05-18 14:29:33+00:00,"NYC Mayor de Blasio says antibody testing begins today for 140,000 first responders and health care workers… https://t.co/BZJeCvwBm7"
123,-0.886,0.38,0.62,0.0,CBSNews,2020-05-18 14:19:49+00:00,"Understaffing at nursing homes may be making coronavirus crisis worse: ""It makes me mad and it makes me scared""… https://t.co/1zdsfeKbhc"
124,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 14:00:02+00:00,Coronavirus flare-ups force France to re-close some schools https://t.co/8iLToNzCNG https://t.co/1EazwrAtEP
125,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 13:51:23+00:00,WATCH NOW: New York City Mayor Bill de Blasio gives an update on the coronavirus outbreak https://t.co/BOt0viiqTX https://t.co/Xm5g9D6s0F
126,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 13:40:13+00:00,This restaurant in Maryland intends to use bumper tables to keep customers six feet apart once it begins to take se… https://t.co/Oar2RVDLsA
127,-0.6486,0.235,0.765,0.0,CBSNews,2020-05-18 13:19:55+00:00,Journalist and his police bodyguard shot dead while leaving a restaurant in Mexico https://t.co/NOVp91pXCe https://t.co/dq9YsY05ZE
128,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 13:00:18+00:00,This 7-year-old girl was saving her money for an American Girl doll – but she selflessly decided to donate her enti… https://t.co/kBfYelnkvQ
129,-0.2732,0.13,0.87,0.0,CBSNews,2020-05-18 12:45:00+00:00,Minnesota suing bar owner who plans to defy stay-at-home order and reopen early https://t.co/HehERl1EHf https://t.co/V15yFCtD4i
130,0.3612,0.0,0.828,0.172,CBSNews,2020-05-18 12:29:58+00:00,"Former ""Bachelorette"" Hannah Brown apologizes after singing N-word on Instagram Live https://t.co/xJ6qtj3WpD https://t.co/iDzuGFELz1"
131,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 12:15:01+00:00,Tropical Storm Arthur to bring life-threatening surf and rip currents to East Coast https://t.co/wqHygXHunH https://t.co/UwUyznzvVC
132,-0.5106,0.157,0.786,0.057,CBSNews,2020-05-18 12:00:33+00:00,RT @CBSThisMorning: Democrats say they want to know why President Trump fired another of his administration's internal watchdogs. State Dep…
133,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 11:44:39+00:00,Rare blue bee thought to be possibly extinct spotted in Florida https://t.co/0DmsGFcqHy https://t.co/pxvRHoWGnT
134,-0.6369,0.215,0.785,0.0,CBSNews,2020-05-18 11:41:49+00:00,"RT @CBSThisMorning: More than 28,000 people connected to nursing homes have died from the #coronavirus, and some say staffing shortages may…"
135,0.3612,0.0,0.894,0.106,CBSNews,2020-05-18 11:41:36+00:00,RT @RamyInocencio: NEW: China pulls 180° U-turn. 🇨🇳 Beijing now *supports* @WHO probe into the origin of #coronavirus after 100+ member nat…
136,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 11:29:58+00:00,The government whistleblower who says the Trump administration's coronavirus response has cost lives… https://t.co/lmdLrFJdIo
137,0.3182,0.0,0.85,0.15,CBSNews,2020-05-18 11:14:32+00:00,China eases resistance as calls mount for global probe into coronavirus origin https://t.co/fqnqXagg4P https://t.co/ZS7tobBxCr
138,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 10:48:01+00:00,"In ""The Chiffon Trenches,"" André Leon Talley details his journey from the segregated South to becoming one of the m… https://t.co/MVoUKcjs8T"
139,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 10:47:01+00:00,"AHEAD: The #newnormal of shopping. Retailers are reopening, but it isn't business as usual.

Coming up,… https://t.co/0PJVhT2nUQ"
140,0.3182,0.0,0.796,0.204,CBSNews,2020-05-18 10:44:57+00:00,Texas reports largest single-day increase in coronavirus cases https://t.co/7172OE1Mtz https://t.co/nE2a0nms6K
141,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 10:34:49+00:00,Tropical Storm Arthur inching closer to North Carolina coast https://t.co/obICKrRlLQ https://t.co/3yhWH8tp2I
142,-0.7579,0.317,0.683,0.0,CBSNews,2020-05-18 10:18:01+00:00,"32 years after gay American's deadly fall off Australian cliff, man charged with murder https://t.co/velaxXYLk8 https://t.co/yv8i3Gg0pX"
143,-0.2732,0.13,0.87,0.0,CBSNews,2020-05-18 09:40:00+00:00,Minnesota suing bar owner who plans to defy stay-at-home order and reopen early https://t.co/7mOfhmgZSi https://t.co/Iiq7h82pBS
144,0.25,0.0,0.833,0.167,CBSNews,2020-05-18 09:19:57+00:00,NFL players DeAndre Baker and Quinton Dunbar granted bond https://t.co/OSMaY49vIX https://t.co/HMIOQarRrV
145,0.3612,0.0,0.828,0.172,CBSNews,2020-05-18 08:59:34+00:00,"Former ""Bachelorette"" Hannah Brown apologizes after singing n-word on Instagram Live https://t.co/8iqjWAYCLJ https://t.co/qDu2ISkUTt"
146,0.1326,0.151,0.668,0.182,CBSNews,2020-05-18 08:39:35+00:00,Fed Chair Powell says The US won't have negative interest rates https://t.co/RqW8s2Z7vw https://t.co/pAM0jcwKZf
147,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 08:19:40+00:00,Tropical Storm Arthur inching closer to North Carolina coast https://t.co/6A9NRWL3j7
148,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 08:00:01+00:00,What will be the new normals after the coronavirus pandemic? https://t.co/QYnx47Wm11 https://t.co/EFhGzhnXC7
149,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 07:39:47+00:00,HHS Secretary Alex Azar says Trump administration aiming for 300 million coronavirus vaccine doses by 2021 https://t.co/npTZnc8KHN
150,-0.6557,0.309,0.691,0.0,CBSNews,2020-05-18 07:20:01+00:00,"Former FDA Commissioner Scott Gottlieb alarmed by ""deeply concerning"" mysterious illness among children… https://t.co/E80BwxaZZg"
151,0.4939,0.0,0.792,0.208,CBSNews,2020-05-18 07:00:01+00:00,"Pelosi says ""time is of the essence"" to reach deal on next round of coronavirus relief https://t.co/yZVsrVfx6E https://t.co/ZA4EvHgaf3"
152,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 06:39:31+00:00,The government whistleblower who says the Trump administration's coronavirus response has cost lives… https://t.co/BxoRhLSoFB
153,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 06:19:56+00:00,Atlas 5 rocket launches Pentagon spaceplane on mission shrouded in secrecy https://t.co/k0kMl7k93F https://t.co/Aw8xaFkUev
154,-0.5859,0.22,0.78,0.0,CBSNews,2020-05-18 05:59:59+00:00,"Cuomo says no one should be prosecuted for coronavirus deaths in New York, including those in nursing homes… https://t.co/7joAaJXf5f"
155,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 05:39:49+00:00,.@CBSSunday Matinee: Itzhak Perlman &amp; the Juilliard Orchestra https://t.co/rgsYxDdg7h https://t.co/5EwyBnglN3
156,0.4404,0.0,0.847,0.153,CBSNews,2020-05-18 05:19:43+00:00,Postal worker leaves handwritten notes and gift cards for 2020 graduates on his mail route https://t.co/WntgTesCIU https://t.co/vjfHoHbXCf
157,-0.1531,0.127,0.873,0.0,CBSNews,2020-05-18 04:59:59+00:00,"Remembering Phyllis George, former Miss America and ""NFL Today"" broadcaster https://t.co/CaX5zNNlr7 https://t.co/ZxwB3VSm8d"
158,-0.5267,0.236,0.764,0.0,CBSNews,2020-05-18 04:39:36+00:00,Several firefighters hurt while fleeing explosion in downtown Los Angeles https://t.co/nhLIDPKpXc https://t.co/qv9Fafju39
159,-0.8074,0.39,0.61,0.0,CBSNews,2020-05-18 04:19:35+00:00,"Search for missing Idaho children reveals ""no sign of life, no sign of death"" https://t.co/GtX53sq35m https://t.co/2u3Tlh7jhl"
160,0.3182,0.0,0.796,0.204,CBSNews,2020-05-18 03:59:54+00:00,Texas reports largest single-day increase in coronavirus cases https://t.co/woP9JSWJhs https://t.co/44Yv25Mv56
161,0.25,0.0,0.833,0.167,CBSNews,2020-05-18 03:39:52+00:00,NFL players DeAndre Baker and Quinton Dunbar granted bond https://t.co/mCxNMXS1Qr https://t.co/TQfXxSDU2T
162,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 03:19:45+00:00,Tropical Storm Arthur inching closer to North Carolina coast https://t.co/GelVlzENZV https://t.co/YZXEeqkcTU
163,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 02:59:57+00:00,Why the Federal Reserve chair keeps talking to @60Minutes https://t.co/upPNLJyzIc https://t.co/RYh5UBZrkM
164,-0.2204,0.158,0.842,0.0,CBSNews,2020-05-18 02:39:54+00:00,"Graham Nash: ""It's never been this weird, has it?"" https://t.co/WuzRXjDBaS https://t.co/757OQl5HoW"
165,0.7003,0.0,0.746,0.254,CBSNews,2020-05-18 02:25:15+00:00,"Obama to 2020 grads: “Doing what feels good, what's convenient, what's easy – that's how little kids think""… https://t.co/2gln3wAmHN"
166,0.1326,0.16,0.646,0.194,CBSNews,2020-05-18 02:19:39+00:00,Fed Chair Powell: The US won't have negative interest rates https://t.co/2z3Oa9KUMe https://t.co/37W5YgqNah
167,-0.6597,0.268,0.732,0.0,CBSNews,2020-05-18 02:00:01+00:00,"Canadian jet doing flyover tribute to frontline workers crashes, killing one https://t.co/SdkHwoQYU6 https://t.co/jmTegTCGfX"
168,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 01:40:14+00:00,"WATCH: New York Governor Cuomo was tested for the coronavirus in the middle of his press briefing Sunday to show ""h… https://t.co/T30Lz4FpgT"
169,0.4019,0.0,0.769,0.231,CBSNews,2020-05-18 01:19:42+00:00,The stuff that coronavirus dreams are made of https://t.co/JnNRS1RywS https://t.co/giZTGiMjmM
170,-0.5859,0.22,0.78,0.0,CBSNews,2020-05-18 01:00:01+00:00,"Cuomo says no one should be prosecuted for coronavirus deaths in New York, including those in nursing homes… https://t.co/CCCicMf1Qx"
171,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 00:39:56+00:00,Federal Reserve Chairman Jerome Powell on the coronavirus-ravaged economy https://t.co/mDZ1lGGRLV https://t.co/FfPtvVnUeq
172,-0.5423,0.137,0.863,0.0,CBSNews,2020-05-18 00:29:45+00:00,"RT @60Minutes: “The world has spent so much time guarding its borders against the outsider or the enemy, you know? And somehow [coronavirus…"
173,0.2732,0.099,0.76,0.141,CBSNews,2020-05-18 00:28:19+00:00,"RT @RamyInocencio: Happy Sunday indeed. 🇯🇵 Tokyo’s still under a state of emergency, right? Spring tempts Tokyoites out. This is the second…"
174,0.4404,0.0,0.847,0.153,CBSNews,2020-05-18 00:19:37+00:00,Postal worker leaves handwritten notes and gift cards for 2020 graduates on his mail route https://t.co/hIcVWSoSqv https://t.co/qY6pEOJi1Q
175,0.0,0.0,1.0,0.0,CBSNews,2020-05-18 00:00:01+00:00,Balconies: The new performance space for musicians in lockdown https://t.co/TX5cgl3XL9 https://t.co/IErR1q5PSW
176,-0.7939,0.277,0.723,0.0,CBSNews,2020-05-17 23:43:08+00:00,"RT @60Minutes: “Biology just doesn't care. It doesn't care that it's causing a recession, you know? It's not going to back off because it's…"
177,0.4404,0.0,0.879,0.121,CBSNews,2020-05-17 23:43:04+00:00,"RT @60Minutes: “We don't yet have a national strategy to respond fully to this pandemic,” says government scientist Rick Bright, who filed…"
178,0.3818,0.0,0.89,0.11,CBSNews,2020-05-17 23:43:00+00:00,RT @60Minutes: “I believe my last-ditch effort to protect Americans from that drug was the final straw that they used.” Government scientis…
179,0.5994,0.078,0.671,0.251,CBSNews,2020-05-17 23:42:55+00:00,"RT @60Minutes: Whistleblower Rick Bright says that in January 2020, he repeatedly tried to alert his superiors at HHS about warnings he was…"
180,0.4588,0.0,0.852,0.148,CBSNews,2020-05-17 23:42:47+00:00,"RT @60Minutes: “I knew that all of the signs for a pandemic were present,” says government scientist Rick Bright. “It was just a matter of…"
181,-0.7845,0.282,0.634,0.084,CBSNews,2020-05-17 23:42:39+00:00,"RT @60Minutes: “If we fail to improve our response now based on science, I fear the pandemic will get worse and be prolonged,” says Dr. Ric…"
182,-0.5267,0.139,0.861,0.0,CBSNews,2020-05-17 23:42:33+00:00,"RT @60Minutes: Who in the workforce is getting hurt most by the sharp economic downturn caused by coronavirus? 

“The most recently hired,…"
183,0.0,0.0,1.0,0.0,CBSNews,2020-05-17 23:39:59+00:00,What will be the new normals after the coronavirus pandemic?https://t.co/Lxd4InMir1 https://t.co/GLC8MRiQhX
184,0.0,0.0,1.0,0.0,CBSNews,2020-05-17 23:21:53+00:00,The government whistleblower who says the Trump administration's coronavirus response has cost lives… https://t.co/TfwwrFT7Uj
185,-0.0572,0.048,0.952,0.0,CBSNews,2020-05-17 23:16:27+00:00,"RT @60Minutes: “In the long run, and even in the medium run, you wouldn't want to bet against the American economy. This economy will recov…"
186,0.0516,0.099,0.794,0.107,CBSNews,2020-05-17 23:16:24+00:00,"RT @60Minutes: Jerome Powell, Chairman of the Federal Reserve, says the trillions of dollars in additional federal debt to support the U.S.…"
187,0.0,0.0,1.0,0.0,CBSNews,2020-05-17 23:16:21+00:00,"RT @60Minutes: “When the virus outbreak is behind us, the economy should be able to recover substantially,” says Fed Chairman Jerome Powell…"
188,-0.2732,0.075,0.925,0.0,CBSNews,2020-05-17 23:16:17+00:00,"RT @60Minutes: “There's a real risk that if people are out of work for long periods of time, that their skills atrophy a little bit and the…"
189,0.34,0.107,0.705,0.188,CBSNews,2020-05-17 23:16:13+00:00,RT @60Minutes: “The good news is that we have the tools to limit that longer-run damage by continuing to provide support to households and…
190,0.0,0.0,1.0,0.0,CBSNews,2020-05-17 23:00:00+00:00,"Fed chairman: Economy will recover, but that could take until end of 2021 https://t.co/NhprFcbOiF https://t.co/8X7G2dj3RI"
191,-0.6557,0.373,0.627,0.0,CBSNews,2020-05-17 22:43:32+00:00,"Gottlieb alarmed by ""deeply concerning"" mysterious illness among children https://t.co/vrwFm1edIs https://t.co/C1Y9Z3zlRQ"
192,0.3182,0.0,0.796,0.204,CBSNews,2020-05-17 22:19:38+00:00,Texas reports largest single-day increase in coronavirus cases https://t.co/FYuFjnQEB0 https://t.co/9mGALmoEyv
193,0.0,0.0,1.0,0.0,CBSNews,2020-05-17 22:00:00+00:00,WATCH: A four-legged canine-like robot called Spot has been unveiled in Singapore to remind park goers to maintain… https://t.co/JSZET1Kzol
194,0.0,0.0,1.0,0.0,CBSNews,2020-05-17 21:45:00+00:00,"""Sunday Morning"" Matinee: Itzhak Perlman &amp; the Juilliard Orchestra https://t.co/pzyvYnZnke https://t.co/Gl9hBxGACJ"
195,0.6486,0.064,0.735,0.201,CBSNews,2020-05-17 21:30:00+00:00,This black bear at the Oregon Zoo had a lot of fun spending some alone time in a tub with his favorite toy while th… https://t.co/WAt5lLiJCX
196,0.0,0.0,1.0,0.0,CBSNews,2020-05-17 21:15:00+00:00,This ICU nurse had patients' family members record messages on small devices – then she sewed them into teddy bears… https://t.co/0CrYN9Kb5g
197,0.1027,0.0,0.938,0.062,CBSNews,2020-05-17 21:00:00+00:00,This Vietnam veteran was admitted to the hospital with his guide dog shortly before it went into lockdown due to th… https://t.co/XLn3OLGNe5
198,0.0772,0.14,0.701,0.159,CBSNews,2020-05-17 20:45:00+00:00,"For the Class of 2020, a graduation season like no other https://t.co/czu0CQfTqP https://t.co/013w4ITZs1"
199,0.5719,0.0,0.837,0.163,CBSNews,2020-05-17 20:30:00+00:00,GRANDMA WITH MOVES: This 78-year-old loves to dance – so she's been showing off her moves with her granddaughter… https://t.co/6q2y4z2khG
200,0.4019,0.0,0.847,0.153,BBC,2020-05-18 17:03:27+00:00,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz"
201,0.4019,0.0,0.886,0.114,BBC,2020-05-18 17:02:37+00:00,"Mental health issues can affect any one of us.

For a range of programmes to help start your conversation go to… https://t.co/KkuxY6eRoU"
202,-0.2023,0.101,0.899,0.0,BBC,2020-05-18 14:01:00+00:00,What is toxic productivity? @Dr_Julie_Smith is here to give you the lowdown on this lockdown phenomenon.… https://t.co/OBIbe4btQf
203,0.3164,0.0,0.84,0.16,BBC,2020-05-18 13:27:29+00:00,"Cereal bar massage technician = new dream job! 🥣

#InsideTheFactory

https://t.co/55Gp0EDlvW"
204,0.6597,0.0,0.769,0.231,BBC,2020-05-18 13:00:01+00:00,"Ian Fletcher, BBC Head of Values (@hughbon), with support from the @BBCCO, gives a one-off address from his lockdow… https://t.co/eRhyFpj6va"
205,0.4019,0.0,0.863,0.137,BBC,2020-05-18 12:01:00+00:00,#MentalHealth conditions often have invisible symptoms. Can VR help people express what's going on inside their hea… https://t.co/dGFA6mDOSL
206,0.7184,0.0,0.684,0.316,BBC,2020-05-18 12:00:56+00:00,@ITV @Channel4 @bbcthree @skytv @channel5_tv @davechannel @ComedyCentralUK @MTVUK @UKTV Sending virtual hugs 🤗 https://t.co/WaxCsGhWTq
207,0.0,0.0,1.0,0.0,BBC,2020-05-18 10:07:39+00:00,"“You are not alone.”

Radio stations across the UK have joined together for the #MentalHealthMinute - featuring The… https://t.co/QiYPiThw1n"
208,0.8225,0.063,0.63,0.307,BBC,2020-05-18 08:01:00+00:00,"❤️ @mescal_paul: ""Say that you love them, listen and be joyous in their company."" 

If you're Obsessed with… https://t.co/hhXUANbVbr"
209,0.4588,0.0,0.885,0.115,BBC,2020-05-18 07:58:28+00:00,"RT @bbcbitesize: Tomorrow is the start of #MentalHealthAwarenessWeek 2020 and this year it's all about #Kindness 🧡

Here is your 7 day chal…"
210,0.4215,0.0,0.863,0.137,BBC,2020-05-18 07:53:59+00:00,"Want to get fit during lockdown? #CouchTo5K could be for you.

🏃‍♀️The app will get you running 5K in nine weeks (e… https://t.co/TH3etAf4fy"
211,0.9349,0.036,0.476,0.488,BBC,2020-05-18 07:01:10+00:00,"RT @bbcarts: Thank you for coming to #WoWxBBC and for your enthusiasm. We hope you leave the virtual festival inquisitive, inspired and gal…"
212,0.5983,0.0,0.811,0.189,BBC,2020-05-17 18:59:07+00:00,If you want to keep the #Eurovision fun going - you need to watch The A-Z of Eurovision with @rylan on @bbciplayer!… https://t.co/Jk5u0826M5
213,0.75,0.0,0.701,0.299,BBC,2020-05-17 13:01:00+00:00,"Every #Eurovision winner of the past 25 years! Which is your favourite..? 🤔✨

#Eurovision2020 

https://t.co/u2eeQL8UCx"
214,0.7178,0.066,0.695,0.239,BBC,2020-05-17 13:01:00+00:00,"""The chain will always be more popular than I am."" 😂

@bbcthree's #NormalPeople star @mescal_paul tells @BBCR1 abou… https://t.co/RYBiXdpfX2"
215,0.0,0.0,1.0,0.0,BBC,2020-05-17 10:01:00+00:00,"There's lots more deleted #ThisCountry scene on their way from @bbcthree... 

Here's one: Kurtan shows Kerry and th… https://t.co/Bw8swPdAIr"
216,0.5719,0.0,0.821,0.179,BBC,2020-05-16 18:01:00+00:00,#Eurovision: Europe Shine a Light celebrates all 41 songs that would have competed in the #Eurovision2020 contest.… https://t.co/7MwKNGco95
217,0.3612,0.0,0.889,0.111,BBC,2020-05-16 16:01:00+00:00,#Eurovision2020 may not be going ahead as planned tonight - but @grahnort will give viewers the chance to vote for… https://t.co/sHsYMyLJ2h
218,0.296,0.0,0.885,0.115,BBC,2020-05-16 14:00:01+00:00,Join HRH The Duke of Cambridge as he aims to break the stigma around men's mental health.… https://t.co/HrlPnCxv1b
219,0.0,0.0,1.0,0.0,BBC,2020-05-16 11:01:00+00:00,"What’s the point of noses? 👃
https://t.co/OpTlYow0AA"
220,0.3382,0.0,0.906,0.094,BBC,2020-05-16 10:01:00+00:00,"How well do you know your 90s #Eurovision trivia? Take the quiz from @bbcradio2!  🕺🎶

👉 https://t.co/ennQoFUY6z https://t.co/1snG9TaY0a"
221,0.836,0.0,0.669,0.331,BBC,2020-05-16 07:39:10+00:00,RT @bbcarts: Enjoy a Saturday morning stretch and ease into the #WOWxBBC Festival with basketball player and spoken word poet @AsmaElbadawi…
222,0.0,0.0,1.0,0.0,BBC,2020-05-16 07:39:07+00:00,"RT @bbceurovision: REST OF WORLD: SATURDAY

EUROPE AND AUSTRALIA: https://t.co/Tgz3Dku91B"
223,0.4939,0.0,0.824,0.176,BBC,2020-05-16 07:26:19+00:00,"It's the #WOWxBBC Festival this weekend. And the line-up is incredible. 

Today @JuliaGillard on leadership,… https://t.co/3PbWr0qnBF"
224,0.0,0.0,1.0,0.0,BBC,2020-05-15 19:01:00+00:00,"It's another all-star lineup on @grahnort's sofa tonight!

✨Will Ferrell
✨@mermhart
✨@MarkRuffalo
✨@mescal_paul
✨… https://t.co/4oCgTIUbHd"
225,0.0,0.0,1.0,0.0,BBC,2020-05-15 18:01:00+00:00,"Brand new #LaterJools starts tonight!  🙌

Jools chats to @QueensChristine from her base in Paris, and singer-songwr… https://t.co/HYGCzBJheJ"
226,0.4404,0.125,0.658,0.216,BBC,2020-05-15 17:26:23+00:00,"RT @BBCLater: ""If I'm brutally honest with you, this is my favourite performance ever done on TV by any artist...""

High praise from @Queen…"
227,0.0,0.0,1.0,0.0,BBC,2020-05-15 17:24:43+00:00,#HealthCheckUKLive is streaming now on @bbciplayer.    https://t.co/f7VedVNpQK
228,0.5994,0.136,0.623,0.242,BBC,2020-05-15 17:24:03+00:00,"With gyms closed, and heavy items like dumbbells difficult to get delivered - @russell_kane has a great tip for kee… https://t.co/0xy6teCxa4"
229,0.0772,0.0,0.939,0.061,BBC,2020-05-15 14:56:41+00:00,RT @BBCTheOneShow: .@normalpeoplebbc's @daisyedgarjones and @mescal_paul will be on the show on Monday and we want to ask them your Normal…
230,0.128,0.062,0.856,0.082,BBC,2020-05-15 14:07:12+00:00,"RT @HackerTDog: Do you miss Iain and Hacker? Well, we were reunited for one night only cockers. See the whole shambolic film here:
https://…"
231,0.7579,0.0,0.755,0.245,BBC,2020-05-15 11:01:00+00:00,"It may seem simple, but there are important things to remember about safely putting on and taking off a face coveri… https://t.co/F4oYPNBA15"
232,0.296,0.0,0.845,0.155,BBC,2020-05-15 08:01:00+00:00,"Serena and Richard are St John Ambulance volunteers, helping manage the crisis.… https://t.co/7blhshCOoI"
233,0.802,0.068,0.643,0.289,BBC,2020-05-14 20:04:26+00:00,"For everyone whose life has changed. For everyone who misses a loved one.

You got the love. You got this.… https://t.co/t8zgf8PCFX"
234,0.4019,0.0,0.856,0.144,BBC,2020-05-14 19:01:00+00:00,"The brand new one-off special Wipe from @charltonbrooker is nearly here...

Charlie Brooker's #AntiviralWipe | 9pm… https://t.co/vCbTKrC3sf"
235,0.3182,0.071,0.813,0.117,BBC,2020-05-14 16:01:00+00:00,It took a group of volunteers 45 minutes to rescue a wild horse stuck in a deep mud hole in the foothills of Albert… https://t.co/m3dv9Ah7ez
236,0.0,0.0,1.0,0.0,BBC,2020-05-14 15:00:23+00:00,"RT @BBCNewsbeat: The #Eurovision acts have recorded this message to fans who would normally be watching this week.
 
It's part of our new d…"
237,-0.4071,0.115,0.885,0.0,BBC,2020-05-14 13:01:00+00:00,"The face of someone about to VERY seriously judge a dessert... 🧐🤔

@BBCR1 presenter and children's author… https://t.co/jTdnnf8LLn"
238,-0.5423,0.22,0.78,0.0,BBC,2020-05-14 11:01:00+00:00,Two of the nation’s favourite film critics @KermodeMovie and @simonmayo are turning their critical attention from c… https://t.co/OZvCrUJo0w
239,0.3612,0.0,0.865,0.135,BBC,2020-05-14 08:01:00+00:00,Thank you from @bbcarts and @OwainWynEvans to EVERYONE who uploaded #YouGotTheLove videos and artwork to the… https://t.co/WNc4PWI2Ew
240,-0.8316,0.322,0.629,0.049,BBC,2020-05-13 19:14:42+00:00,"Victorian thriller #ViennaBlood follows a junior doctor who is researching the criminal mind... 😱

9pm | @BBCTwo &amp;… https://t.co/M9cMrBb3fJ"
241,0.0,0.0,1.0,0.0,BBC,2020-05-13 17:26:16+00:00,#Hospital: Coronavirus Specials are streaming now on @BBCiPlayer. https://t.co/4XgEd1XJbX
242,0.0,0.0,1.0,0.0,BBC,2020-05-13 17:25:24+00:00,"'It can happen to anyone.'

#Hospital https://t.co/eu787uvl9E"
