,compound,neg,neu,pos,source,time,tweet
379,-0.2263,0.448,0.286,0.267,Fox,2020-04-30 22:56:26+00:00,@alicegoldfuss My anxiety feels attacked lol
380,0.3802,0.0,0.834,0.166,Fox,2020-04-30 08:59:57+00:00,@johnsyweb I had a hot toddy last week and it changed my life! ✨
381,0.4926,0.0,0.556,0.444,Fox,2020-04-30 08:59:05+00:00,"@meelijane thanks, Milly! ❤️"
382,-0.3802,0.14,0.778,0.082,Fox,2020-04-30 08:57:33+00:00,@NatDudley oh yeah. A pap is horrible for me. So there you go! Sound advice from your doc. 🙏🏻
383,0.3774,0.114,0.67,0.216,Fox,2020-04-30 08:42:39+00:00,"@NatDudley yeah, that’s what I expected :( it’s really personal. welcome to the rona test club for me I guess?"
384,0.2498,0.102,0.753,0.146,Fox,2020-04-30 08:27:25+00:00,"@edinbeth I mean, for me it wasn’t! Different people will have different experiences. I’m honestly really anxious a… https://t.co/t76kU4eI6k"
385,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:04:34+00:00,@janl ❤️
386,-0.5562,0.159,0.841,0.0,Fox,2020-04-30 08:04:28+00:00,"@dgoodlad nope nope noooooooppeeeeeee. being next to one was stressful enough. although, not a lot of people were wearing masks!"
387,0.6887,0.0,0.77,0.23,Fox,2020-04-30 08:03:45+00:00,"Overall, it felt like a very smooth, organised, and even more so, safe experience. I’d urge anyone with any symptom… https://t.co/enyOUDEkJZ"
388,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:45+00:00,"While the information prompts to bring your Medicare card (I presume for identification), I was not asked to provid… https://t.co/LvtaRgewMS"
389,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:44+00:00,"I ask if a lot of people are coming to get tested. She responds: ""lots"". I nod. 

She reminds me of the rules, says… https://t.co/w1hMBMiUNf"
390,0.5574,0.0,0.87,0.13,Fox,2020-04-30 08:03:44+00:00,"I get a brochure on self-isolation, what to do if I test positive and a slip for time off work (how abstract is tha… https://t.co/Kqx7aQ06zs"
391,-0.7968,0.279,0.721,0.0,Fox,2020-04-30 08:03:44+00:00,"Another doctor comes in to look at my throat. She says it looks sore, but not like COVID (thanks for that!! my thro… https://t.co/eF2H0vX1HE"
392,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:43+00:00,"After the interview, she sanitizes her hands (for the millionth time), puts on a PPE visor and takes the swab sampl… https://t.co/wu28DEfqxJ"
393,0.296,0.083,0.789,0.128,Fox,2020-04-30 08:03:43+00:00,"I get invited to an exam room. The doctor wears a mask. She takes my blood pressure, temperature (both ideal, she s… https://t.co/EuqhoL1HIb"
394,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:43+00:00,"I rock up to the clinic. There’s one woman in the line, says she’s mostly asymptomatic (minor cough) but wants a te… https://t.co/s8T6vOD0kw"
395,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:42+00:00,"I look up the information for where to get tested near my house. There’s a hospital within a 7min tram ride.

Find… https://t.co/KnF9DUJrMs"
396,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:42+00:00,"While she did say that it’s unlikely it would be coronavirus, she also pointed out that she can’t let me come to th… https://t.co/xzGUjbMcOw"
397,-0.25,0.096,0.846,0.058,Fox,2020-04-30 08:03:41+00:00,I did develop a sore throat &amp; a bit of sneezing. A feeling similar to countless tonsil infections I’ve had in the p… https://t.co/o3YWGwzkLE
398,-0.4019,0.119,0.881,0.0,Fox,2020-04-30 08:03:41+00:00,"Me &amp; my partner been living in isolation since March 15. Not seeing anyone, only leaving the house for socially-dis… https://t.co/V3yc3IewPZ"
399,0.2732,0.0,0.884,0.116,Fox,2020-04-30 08:03:41+00:00,"How does it work to get tested for #COVID19 in Australia? Well, I did it today.

🧵"
400,0.0,0.0,1.0,0.0,nytimes,2020-05-18 17:50:06+00:00,Some publishers have said the coming wave of books about the coronavirus reminds them of the barrage of books about… https://t.co/fJoSc14dXz
401,0.0,0.0,1.0,0.0,nytimes,2020-05-18 17:30:10+00:00,"The German government is allowing farmers to airlift workers from Romania and Bulgaria, prompting concerns that the… https://t.co/0qL1JOmfXB"
402,-0.4588,0.149,0.785,0.066,nytimes,2020-05-18 17:05:45+00:00,One 24-year-old is realizing how many questions he wishes he'd asked his mother before she died in an ambulance. An… https://t.co/KGeWkOYeLy
403,0.296,0.0,0.872,0.128,nytimes,2020-05-18 17:05:24+00:00,RT @nytopinion: Join columnist @JenSeniorNY for a conversation about why the office is underrated. https://t.co/cSn2xC6P5Z https://t.co/lwQ…
404,0.0,0.0,1.0,0.0,nytimes,2020-05-18 17:00:09+00:00,"Garrison Keillor’s sold-out cruise was to set sail in March. It was canceled because of the coronavirus, leaving lo… https://t.co/8fOrGMOGBb"
405,0.3182,0.0,0.887,0.113,nytimes,2020-05-18 16:40:08+00:00,The South Korean soccer club FC Seoul apologized after what it believed were ordinary mannequins — quickly recogniz… https://t.co/ifTgwwY5AM
406,-0.4939,0.304,0.58,0.116,nytimes,2020-05-18 16:20:06+00:00,"In Opinion

""Capitalism isn’t broken. The game isn’t rigged. Hard work does pay off. Workers do enjoy the fruits of… https://t.co/XXZ8yEBDxI"
407,0.4215,0.0,0.877,0.123,nytimes,2020-05-18 16:00:12+00:00,Tens of thousands of people across the United States have applied for the job of cold-calling strangers who may hav… https://t.co/BysrppZY15
408,-0.128,0.088,0.842,0.07,nytimes,2020-05-18 15:47:47+00:00,"RT @andrewrsorkin: In today’s @dealbook:

🥵 Softbank’s Vision Fund is a mess

🤔 ‘It may take awhile’: Jay Powell, Fed chair, on economic re…"
409,0.3612,0.072,0.797,0.131,nytimes,2020-05-18 15:40:05+00:00,"In Germany, soccer returned with games in empty arenas, forcing a nation of fans to cheer their clubs from afar. A… https://t.co/erij1WhdnN"
410,0.0,0.0,1.0,0.0,nytimes,2020-05-18 15:34:30+00:00,"New York City is expected to meet the state’s criteria to begin reopening in the first half of June, Mayor Bill de… https://t.co/fRKwTFXrdd"
411,-0.2617,0.085,0.915,0.0,nytimes,2020-05-18 15:20:06+00:00,"On May 18, 1980, Mount St. Helens erupted not from its peak but from its side. The singular ferocity and unusual di… https://t.co/vU2Xlu6tS2"
412,0.7906,0.0,0.731,0.269,nytimes,2020-05-18 15:10:02+00:00,"These are not, on the surface, joyful times. Which is why you deserve relief. 

We asked 14 writers what’s bringing… https://t.co/BBmYDm7EG4"
413,0.25,0.077,0.806,0.117,nytimes,2020-05-18 15:00:11+00:00,An inside look at the engines that propel the funny cars of drag racing from zero to you-can’t-be-serious in 4 seco… https://t.co/N9cx58FprD
414,-0.7506,0.274,0.726,0.0,nytimes,2020-05-18 14:40:01+00:00,"Republican officials seek to recruit 50,000 poll watchers and spend millions to fight voter fraud. Democrats say th… https://t.co/iyRHfavx5e"
415,-0.296,0.241,0.588,0.171,nytimes,2020-05-18 14:23:03+00:00,RT @astrzemien: These are the worst of times. Here's something better. https://t.co/Dnrt7fme7c
416,0.7227,0.0,0.768,0.232,nytimes,2020-05-18 14:20:06+00:00,"""It’s not too often that we get this opportunity to explore the true impacts that human activity can have on road-c… https://t.co/Af0f2JXp99"
417,0.4019,0.0,0.881,0.119,nytimes,2020-05-18 14:00:06+00:00,The S&amp;P 500 rose nearly 3 percent as the drug maker Moderna reported promising results in an early coronavirus vacc… https://t.co/1gL0pFM2rv
418,0.0,0.0,1.0,0.0,nytimes,2020-05-18 13:45:00+00:00,Breaking News: Federal investigators found evidence linking Al Qaeda to last year’s deadly shooting by a Saudi cade… https://t.co/4a999GDL8s
419,-0.4215,0.135,0.865,0.0,nytimes,2020-05-18 13:40:07+00:00,Black and Latino business owners in the U.S. are struggling to get government assistance under the Paycheck Protect… https://t.co/DovWEC8E2b
420,0.5574,0.0,0.87,0.13,nytimes,2020-05-18 13:30:05+00:00,"RT @mschwirtz: For many young doctors, especially black ones, Dr. James Mahoney was a hero. As the pandemic hit New York, he could have bow…"
421,0.4767,0.0,0.86,0.14,nytimes,2020-05-18 13:20:05+00:00,Congress is debating how much to spend on economic relief. Every plan will require borrowing money the U.S. doesn’t… https://t.co/vvmP7k523j
422,-0.296,0.099,0.901,0.0,nytimes,2020-05-18 13:13:49+00:00,"There is no proven treatment or vaccine against the coronavirus at this time. Dozens of companies in the U.S., Euro… https://t.co/8XMjv9avy5"
423,0.3182,0.074,0.788,0.138,nytimes,2020-05-18 13:00:17+00:00,Pacific Gas &amp; Electric said that thousands of homeowners and businesses had overwhelmingly approved a $13.5 billion… https://t.co/huk4NrPc4X
424,0.6597,0.0,0.759,0.241,nytimes,2020-05-18 13:00:00+00:00,"Breaking News: The drug maker Moderna released promising, early results for a coronavirus vaccine in 8 healthy peop… https://t.co/a5pHOCMbsV"
425,0.1531,0.081,0.814,0.105,nytimes,2020-05-18 12:36:27+00:00,"""He saw another human being in need, and he didn’t hesitate to help.""

After nearly 40 years as a physician, Dr. Ja… https://t.co/6RFEDwNGrh"
426,0.2263,0.087,0.747,0.166,nytimes,2020-05-18 12:20:03+00:00,We interviewed 59 Democratic delegates who will help nominate Joe Biden. Most said they don’t want to risk their he… https://t.co/hEv4Ss4tQz
427,0.4215,0.0,0.877,0.123,nytimes,2020-05-18 12:00:14+00:00,"The coronavirus outbreak in the United States may spread to new areas with high rates of diabetes, obesity and othe… https://t.co/4rilBXoSJf"
428,0.0,0.0,1.0,0.0,nytimes,2020-05-18 11:50:08+00:00,"For today, May 18, here’s how to follow the latest on the coronavirus outbreak. 

🌎 Live updates from around the wo… https://t.co/tJXOMOyYq4"
429,0.3384,0.0,0.902,0.098,nytimes,2020-05-18 11:46:44+00:00,"RT @SquigglyVolcano: 40 years ago today, a lethal sideways explosion at Mount St Helens released 8 times more energy than all the explosive…"
430,-0.128,0.081,0.919,0.0,nytimes,2020-05-18 11:40:05+00:00,Governors across the U.S. are trying to strike a balance as they consider loosening coronavirus restrictions. “This… https://t.co/8JUBsJFqT2
431,0.0,0.0,1.0,0.0,nytimes,2020-05-18 11:20:00+00:00,Morning briefing: Here's what you need to know to start your day https://t.co/oF4J4v5NTv
432,-0.3716,0.151,0.849,0.0,nytimes,2020-05-18 11:02:04+00:00,"Officially, the police in Brazil are allowed to use lethal force only to confront an imminent threat. But a New Yor… https://t.co/x2SYW9T23R"
433,0.0,0.0,1.0,0.0,nytimes,2020-05-18 10:40:04+00:00,"Dining rooms are reopening in many U.S. states, but that doesn’t mean you should go. Before you decide, public heal… https://t.co/VfeCzP27eX"
434,0.0,0.0,1.0,0.0,nytimes,2020-05-18 10:20:02+00:00,"For 2 months this spring, the photographer @philip_nyc was on assignment for @NYTmag, documenting the unfolding cor… https://t.co/PLG49wdgXO"
435,0.0,0.0,1.0,0.0,nytimes,2020-05-18 10:00:10+00:00,"Monitor lizards, believed to be invasive species on some Pacific islands, got there long before humans, a new study… https://t.co/w1bMhbz1Tf"
436,-0.128,0.067,0.933,0.0,nytimes,2020-05-18 09:40:04+00:00,"In Opinion

Anna Sauerbrey writes, ""Germany is learning a tough lesson: The way out is much harder than the way in.… https://t.co/AKAjqcHDWy"
437,0.4588,0.0,0.864,0.136,nytimes,2020-05-18 09:20:02+00:00,"A luxury hotel in Barcelona plans to welcome guests again once Spain’s lockdown ends. Until then, its sole occupant… https://t.co/3TUXLsZA3f"
438,0.0,0.0,1.0,0.0,nytimes,2020-05-18 09:00:08+00:00,Dozens of babies born into Ukraine’s booming surrogate motherhood business have become marooned in the country as t… https://t.co/fGVH7F9ITi
439,0.5106,0.0,0.788,0.212,nytimes,2020-05-18 08:40:05+00:00,"When President Emmanuel Macron repeatedly declared “war” on the coronavirus in March, he solemnly promised that Fra… https://t.co/ZHZJ19nTpF"
440,0.0,0.0,1.0,0.0,nytimes,2020-05-18 08:20:05+00:00,"The gravediggers of Kano, Nigeria, one of the biggest cities in West Africa, say they are working overtime. And so… https://t.co/PRWBsry338"
441,-0.4019,0.101,0.899,0.0,nytimes,2020-05-18 08:10:06+00:00,"RT @RorySmith: Without the spectacle and the colour and the noise of fans, football seems to lose its meaning. You watch it and, at first,…"
442,0.0,0.0,1.0,0.0,nytimes,2020-05-18 08:00:06+00:00,"With nearly 1,000 illustrations, Aby Warburg’s radical form of visual study is also an artwork itself. Now you can… https://t.co/WGnjseAjvX"
443,0.0772,0.104,0.779,0.117,nytimes,2020-05-18 07:40:02+00:00,"Moses Sumney and Perfume Genius: complex voices of desire. @JonPareles reviews ""Grae"" and ""Set My Heart on Fire Imm… https://t.co/wtdmkXpeed"
444,0.4767,0.08,0.757,0.163,nytimes,2020-05-18 07:20:04+00:00,RT @RaphaelMinder: Living and working alone for two months in Barcelona's hotel Vela is a surreal self-isolating experience. Great views fr…
445,-0.6428,0.226,0.774,0.0,nytimes,2020-05-18 07:10:06+00:00,"RT @aurelienbrd: President @EmmanuelMacron said #France was at war with the coronavirus. But years of cuts, outsourcing and policy flip-flo…"
446,0.0,0.0,1.0,0.0,nytimes,2020-05-18 07:00:06+00:00,Europe morning briefing: Here's what you need to know to start your day https://t.co/i0zwCChGTL
447,0.0,0.0,1.0,0.0,nytimes,2020-05-18 06:40:04+00:00,"It takes roughly 4,000 flowers to make one ounce of saffron powder — which means there’s a staggering amount of lab… https://t.co/sO9rRQmyHE"
448,0.0,0.0,1.0,0.0,nytimes,2020-05-18 06:30:04+00:00,"RT @nytmay: Starry Lee, a pro-Beijing lawmaker, was elected chairwoman of a key policy committee in Hong Kong after many pro-democracy poli…"
449,0.7178,0.0,0.76,0.24,nytimes,2020-05-18 06:20:06+00:00,"In Opinion

Dave Isay writes, “There has never been a more important time to connect meaningfully with our loved on… https://t.co/xCO2d3LyWs"
450,-0.6124,0.227,0.773,0.0,nytimes,2020-05-18 06:00:05+00:00,"Afghanistan’s monthslong election dispute, which resulted in the bizarre reality of two men taking the oath of offi… https://t.co/WKNNUOOP33"
451,0.0,0.0,1.0,0.0,nytimes,2020-05-18 05:40:05+00:00,Scuffles erupted Monday between lawmakers in Hong Kong as they debated the leadership of a committee that would con… https://t.co/deJXqUriDu
452,0.2263,0.0,0.909,0.091,nytimes,2020-05-18 05:20:04+00:00,"Apple plans to reopen several stores this week in the United States, Canada and Italy, but will require distancing… https://t.co/rML4dVC8eX"
453,0.4767,0.0,0.86,0.14,nytimes,2020-05-18 05:00:07+00:00,"RT @TheSteinLine: Few bigger winners in The Last Dance than Philip Douglas Jackson … 

One more time from @NYTSports:  https://t.co/sCVQuea…"
454,-0.25,0.095,0.905,0.0,nytimes,2020-05-18 04:40:05+00:00,"SoftBank Group said that Jack Ma, the co-founder of Alibaba, has resigned from its board. The announcement came jus… https://t.co/yBdZK4bNaB"
455,0.0,0.0,1.0,0.0,nytimes,2020-05-18 04:20:34+00:00,Read updates in Chinese: 新冠病毒疫情最新消息 https://t.co/VBxhSdLmTF
456,-0.34,0.112,0.888,0.0,nytimes,2020-05-18 04:20:03+00:00,"—The U.S. and other nations might use Monday’s World Health Organization meeting to place blame on China
—Japan fel… https://t.co/x9ROXUfTtg"
457,-0.4215,0.259,0.741,0.0,nytimes,2020-05-18 04:00:04+00:00,Start with your socks. But why stop there? https://t.co/9JMqVAKQ3U
458,0.2023,0.0,0.921,0.079,nytimes,2020-05-18 03:40:07+00:00,"Take a look at the lives and careers of Amy Winehouse, Quincy Jones, Nina Simone, Taylor Swift and others with thes… https://t.co/qRFqP5xn5A"
459,0.0,0.0,1.0,0.0,nytimes,2020-05-18 03:20:05+00:00,"Before New York became the city that never sleeps, Manhattan was a lush forested island filled with wildlife. Our a… https://t.co/iUtBx7k9Iu"
460,0.0,0.0,1.0,0.0,nytimes,2020-05-18 03:00:13+00:00,"Canned cocktails were already on an upswing in recent years, but now sales are booming https://t.co/c0R4PqluxR"
461,0.0,0.0,1.0,0.0,nytimes,2020-05-18 02:40:05+00:00,"When the coronavirus shut the Metropolitan Opera’s doors, 8 weeks of the season vanished. We asked some of the sing… https://t.co/hsHSPIU2WU"
462,-0.34,0.098,0.902,0.0,nytimes,2020-05-18 02:10:06+00:00,A fire that began in a Harlem furniture store appears to have also consumed one of the oldest stores on 125th Stree… https://t.co/7z5undXHYD
463,0.0,0.0,1.0,0.0,nytimes,2020-05-18 02:00:04+00:00,"There are nearly 30 games scheduled for neutral sites in the coming college football season. Financially, it might… https://t.co/icImtKQhGW"
464,-0.3417,0.173,0.743,0.084,nytimes,2020-05-18 01:40:08+00:00,"""She worked so hard and then through no fault of her own is brought right back to the source of her trauma."" https://t.co/72rkPgna4F"
465,-0.2449,0.083,0.917,0.0,nytimes,2020-05-18 01:20:02+00:00,"""It felt normal to have him gone, so it’s weird that he’s back,"" said Zeca, 15, whose brother came home from colleg… https://t.co/tkSEFJre7R"
466,0.0,0.0,1.0,0.0,nytimes,2020-05-18 01:10:02+00:00,"RT @scottreinhard: Where'd everyone go? @Azi Paybarah, Matthew Bloch (@grammata), and I looked at where New Yorkers have moved to since the…"
467,-0.3182,0.133,0.867,0.0,nytimes,2020-05-18 00:50:06+00:00,"Accusations that Secretary of State Mike Pompeo improperly used government resources, including asking diplomatic s… https://t.co/NYfiznysTm"
468,0.0,0.0,1.0,0.0,nytimes,2020-05-18 00:30:03+00:00,RT @noamscheiber: Workplace experts say employers should get rid of toxic superstars. They should watch the Michael Jordan documentary and…
469,0.5859,0.074,0.697,0.23,nytimes,2020-05-18 00:20:07+00:00,"Manhattan's Guggenheim Museum is pretty empty these days, except for some security guards. And the guy who takes ca… https://t.co/GjyxfffMwe"
470,-0.0516,0.125,0.759,0.116,nytimes,2020-05-18 00:15:03+00:00,Japan has become the world’s largest economy to formally fall into recession as the coronavirus slams global growth https://t.co/3rMPa6KktI
471,0.0,0.0,1.0,0.0,nytimes,2020-05-18 00:05:04+00:00,Ronan Farrow has uncovered wrongdoing and is perhaps the most famous investigative journalist in America. But our m… https://t.co/ci73ZfJghi
472,0.0,0.0,1.0,0.0,nytimes,2020-05-18 00:00:09+00:00,"The coronavirus has been slower to take hold in Africa than on other continents, according to the numbers released… https://t.co/aCDf7QUh0K"
473,0.0,0.0,1.0,0.0,nytimes,2020-05-17 23:50:03+00:00,"Prosecutors said 2 Kansas City, Missouri, officers slammed Breona Hill to the sidewalk and kneed her in the face, t… https://t.co/4WYdjBWEUZ"
474,-0.4215,0.141,0.859,0.0,nytimes,2020-05-17 23:40:04+00:00,"“We can’t function without fans.” Cirque du Soleil, struggling before the pandemic, has temporarily laid off nearly… https://t.co/mHbrRv2SWd"
475,0.4939,0.0,0.849,0.151,nytimes,2020-05-17 23:27:02+00:00,"A Canadian military jet crashed during a flyover to honor coronavirus workers, hitting a house in Kamloops, British… https://t.co/XLtBT0Zh8a"
476,0.3612,0.0,0.872,0.128,nytimes,2020-05-17 23:10:03+00:00,Still wondering what a coronavirus test is like? Watch Gov. Andrew Cuomo get swabbed on live TV.… https://t.co/NweUOd0yWx
477,0.3612,0.0,0.857,0.143,nytimes,2020-05-17 23:00:23+00:00,"Grab a fork and dip these hot potatoes in both sauces for the optimal experience
https://t.co/YCj0Q93qzw"
478,-0.101,0.134,0.746,0.119,nytimes,2020-05-17 22:50:05+00:00,RT @caityweaver: My final Work Friend column (in print today) discusses a letter never published. It was very stressful trying to untangle…
479,0.5719,0.0,0.734,0.266,nytimes,2020-05-17 22:40:02+00:00,13 sailors aboard the coronavirus-stricken aircraft carrier Theodore Roosevelt have retested positive for Covid-19… https://t.co/ntqx1oZuzD
480,0.296,0.0,0.901,0.099,nytimes,2020-05-17 22:20:07+00:00,"RT @MWilsonNYT: The coronavirus has transformed the experience of driving in NYC, creating something altogether new: open road, miles and m…"
481,0.1366,0.155,0.707,0.138,nytimes,2020-05-17 22:00:18+00:00,Experts say a difficult superstar is rarely worth the cost to workplace morale. So did the wild success of the Mich… https://t.co/VxTHnvg7VD
482,0.0,0.0,1.0,0.0,nytimes,2020-05-17 21:40:03+00:00,"RT @halbfinger: “Jobs, jobs, jobs.” Netanyahu says his new government will focus on reviving the Israeli economy while preparing for the pa…"
483,0.0,0.0,1.0,0.0,nytimes,2020-05-17 21:30:10+00:00,"A writer’s window, a grandmother’s diary and a believer’s superstition: Here are 3 letters of recommendation to hel… https://t.co/ySecTCfOh6"
484,0.0,0.0,1.0,0.0,nytimes,2020-05-17 21:15:19+00:00,"Many New Yorkers who fled their homes in the city moved to nearby areas in Long Island, New Jersey and upstate New… https://t.co/j4gv5ig2jr"
485,0.3612,0.0,0.848,0.152,nytimes,2020-05-17 21:14:14+00:00,"After Manhattan, Brooklyn had the second-most mail-forwarding requests, concentrated in neighborhoods like Dumbo an… https://t.co/zt2uSfOYpO"
486,-0.4588,0.15,0.85,0.0,nytimes,2020-05-17 21:12:33+00:00,Those mail-forwarding requests show some New Yorkers abandoned the Upper West Side for Miami. Others left Gramercy… https://t.co/DIsTLeTiBQ
487,0.0,0.0,1.0,0.0,nytimes,2020-05-17 21:11:35+00:00,"In March, the U.S. Post Office received 56,000 mail-forwarding requests from New York City, more than double the mo… https://t.co/zdu1Cw7qq0"
488,-0.1779,0.075,0.925,0.0,nytimes,2020-05-17 21:10:05+00:00,"Starting in March, as the coronavirus outbreak in New York began, parts of the city emptied out — especially the we… https://t.co/88UxnBRPHc"
489,0.4019,0.0,0.886,0.114,nytimes,2020-05-17 21:00:03+00:00,"Jack McMorrow, 14, was previously healthy. Then, one morning, he awoke unable to move — and ended up in the hospita… https://t.co/ifGnG353LZ"
490,-0.4623,0.248,0.672,0.079,nytimes,2020-05-17 20:50:02+00:00,"No gridlock, no rush hour: New York City’s streets are unsettlingly empty, with almost no traffic. See what driving… https://t.co/IysWv4rkXT"
491,0.7184,0.0,0.806,0.194,nytimes,2020-05-17 20:40:01+00:00,"Is it safe to meet friends in the park, as long as they stay six feet away, on the other side of a blanket? What ab… https://t.co/9WQrrdBRRK"
492,-0.5267,0.198,0.729,0.073,nytimes,2020-05-17 20:30:04+00:00,"50 years ago, construction workers violently disrupted an antiwar demonstration in Manhattan’s financial district b… https://t.co/EWbHFC9BSN"
493,0.3612,0.0,0.902,0.098,nytimes,2020-05-17 20:10:05+00:00,"RT @cliffordlevy: New Yorkers, many of them wealthy, fled the city when the outbreak hit.
Where did they go? Here's what we know.
https://t…"
494,0.0,0.0,1.0,0.0,nytimes,2020-05-17 20:00:03+00:00,Daniel Ordoñez has an entire luxury waterfront hotel in Barcelona to himself — he lives on the 24th floor — because… https://t.co/fhVP0EFjuy
495,-0.1531,0.078,0.922,0.0,nytimes,2020-05-17 19:40:04+00:00,"Phyllis George, who was crowned Miss America 1971 and then became a trailblazing sportscaster when she was hired as… https://t.co/ll1WBUKkXc"
496,0.0,0.0,1.0,0.0,nytimes,2020-05-17 19:30:04+00:00,"Gov. Andrew Cuomo on Sunday urged New Yorkers to get tested for the coronavirus to speed up reopening efforts. ""The… https://t.co/N65SUqJK8C"
497,0.0,0.0,1.0,0.0,nytimes,2020-05-17 19:20:03+00:00,"RT @nytopinion: This week, we published Chapter 2 in our series on inequality in America, focusing on how cities can awaken from their quar…"
498,0.2732,0.0,0.9,0.1,nytimes,2020-05-17 19:00:10+00:00,U.S. Citizenship and Immigration Services has asked Congress for a $1.2 billion cash infusion as well as fee hikes… https://t.co/F7kNRfOC64
499,0.0,0.0,1.0,0.0,nytimes,2020-05-17 18:40:04+00:00,"Jerome Powell, the Federal Reserve chairman, said that while he expected the U.S. economy to recover from the downt… https://t.co/gBEYIzMyUs"
